raman_shift_cm-1,group_1_mean,group_1_sd,group_1_n,group_2_mean,group_2_sd,group_2_n,group_3_mean,group_3_sd,group_3_n,group_4_mean,group_4_sd,group_4_n
1387.53,0.0162874,0.00555378,7,0.00732016,0.00998754,9,0.0430419,0.0795578,17,0.0154168,0.00866298,6
1389.98,0.0158086,0.00551386,7,0.00579877,0.00854093,9,0.0389737,0.0679745,17,0.0147764,0.00791758,6
1392.43,0.0156549,0.00570556,7,0.00639019,0.00800146,9,0.0341466,0.0556692,17,0.0156342,0.0100596,6
1394.88,0.0151105,0.00558551,7,0.00821892,0.00762927,9,0.0300309,0.0437147,17,0.0158374,0.00934273,6
1397.33,0.0150516,0.00616788,7,0.00922772,0.00798831,9,0.0259499,0.0328435,17,0.017468,0.00875329,6
1399.78,0.0148139,0.00617874,7,0.00999477,0.00830296,9,0.0223781,0.0234917,17,0.0194459,0.00967629,6
1402.23,0.0137798,0.00540822,7,0.0115857,0.00889828,9,0.019291,0.0161044,17,0.0194635,0.00992687,6
1404.68,0.0130135,0.00455166,7,0.0119576,0.0109379,9,0.016174,0.0106645,17,0.02002,0.0108238,6
1407.12,0.0118019,0.00393602,7,0.012266,0.0110905,9,0.0142976,0.00673246,17,0.0221829,0.0111995,6
1409.56,0.010632,0.00310661,7,0.0130699,0.0116283,9,0.0128656,0.00497814,17,0.0225365,0.00967244,6
1412.01,0.0101884,0.00277511,7,0.0120267,0.0113236,9,0.0117063,0.00425531,17,0.0244555,0.00986423,6
1414.45,0.0100589,0.0028305,7,0.0122379,0.0109659,9,0.010886,0.00451689,17,0.0251052,0.0101146,6
1416.89,0.0105043,0.00352279,7,0.0115894,0.0114493,9,0.0100487,0.00537111,17,0.0249374,0.0102388,6
1419.33,0.00988033,0.00363365,7,0.0124612,0.0118955,9,0.00977745,0.00545011,17,0.0250023,0.00864912,6
1421.77,0.0101631,0.00359593,7,0.0132101,0.0111066,9,0.0096553,0.00577497,17,0.0263454,0.00758642,6
1424.2,0.0108662,0.00391062,7,0.0148831,0.00979658,9,0.0102151,0.00567726,17,0.0281131,0.00804074,6
1426.64,0.0111228,0.00477015,7,0.0164955,0.00980808,9,0.0103013,0.00597642,17,0.0299998,0.00758416,6
1429.08,0.0108183,0.00466244,7,0.0171416,0.00968835,9,0.0108213,0.00596267,17,0.0319913,0.0069678,6
1431.51,0.0119338,0.00564983,7,0.0166908,0.00864332,9,0.0111011,0.00650223,17,0.0328886,0.00708239,6
1433.94,0.0116726,0.00591536,7,0.0196618,0.00963216,9,0.0107947,0.0067026,17,0.0325388,0.00605376,6
1436.37,0.0116003,0.00548574,7,0.0224161,0.0110515,9,0.011243,0.00720051,17,0.0325026,0.00609871,6
1438.8,0.0113314,0.00522463,7,0.0231508,0.0111786,9,0.0112597,0.00716447,17,0.0318137,0.00664989,6
1441.23,0.0113297,0.0053236,7,0.0246127,0.0113388,9,0.0118264,0.00709882,17,0.0313057,0.00712853,6
1443.66,0.0115358,0.00593198,7,0.0251767,0.0100575,9,0.0127538,0.00768827,17,0.0281937,0.00673139,6
1446.09,0.0124447,0.00601695,7,0.0265329,0.0101611,9,0.0132799,0.00812009,17,0.0267584,0.0065665,6
1448.51,0.0125164,0.00636819,7,0.0289402,0.0121285,9,0.0137214,0.00866112,17,0.0244691,0.00619648,6
1450.94,0.0130277,0.005911,7,0.0304242,0.0132852,9,0.0139889,0.00885868,17,0.0224419,0.00642319,6
1453.36,0.0136677,0.0059208,7,0.0338684,0.0158961,9,0.0148908,0.00952155,17,0.021868,0.00737641,6
1455.78,0.0143685,0.00679288,7,0.0376764,0.017673,9,0.0150793,0.00959146,17,0.0229131,0.00998125,6
1458.2,0.0149789,0.00754162,7,0.0398202,0.0183491,9,0.015825,0.0103474,17,0.0237253,0.00992774,6
1460.62,0.0157844,0.00858801,7,0.0412904,0.0181427,9,0.0158705,0.0102337,17,0.0233031,0.00999955,6
1463.04,0.0160988,0.00823953,7,0.043329,0.0185421,9,0.0163946,0.0106185,17,0.0245633,0.00980509,6
1465.46,0.0163917,0.00778376,7,0.0459793,0.0186133,9,0.0167198,0.0112323,17,0.0243905,0.00973233,6
1467.88,0.016358,0.00685783,7,0.0516363,0.0222607,9,0.0168367,0.0112816,17,0.0249708,0.00966394,6
1470.29,0.0165197,0.00679093,7,0.0539539,0.0230293,9,0.0174883,0.0120617,17,0.025452,0.00994249,6
1472.71,0.0166491,0.00631166,7,0.0541863,0.0222877,9,0.0176935,0.0128375,17,0.0248615,0.00970969,6
1475.12,0.0165903,0.00511198,7,0.0552309,0.0228393,9,0.0183924,0.0135714,17,0.0248412,0.00916325,6
1477.53,0.0171783,0.00502461,7,0.0570797,0.0220837,9,0.0193734,0.0143289,17,0.0241609,0.00938434,6
1479.94,0.0170444,0.00477689,7,0.0582027,0.022138,9,0.0198176,0.0140015,17,0.0241769,0.00960124,6
1482.35,0.0164706,0.00453209,7,0.060035,0.0238352,9,0.0202429,0.0128422,17,0.0248625,0.0100106,6
1484.76,0.01594,0.00460675,7,0.0611118,0.0252059,9,0.0204395,0.0114404,17,0.0253327,0.00974546,6
1487.17,0.016167,0.00503107,7,0.0640355,0.0280124,9,0.0211428,0.0103947,17,0.0254978,0.00941647,6
1489.58,0.0166209,0.0050403,7,0.0673503,0.0296644,9,0.0221562,0.0104641,17,0.0254001,0.00945775,6
1491.98,0.0167435,0.00504209,7,0.0672768,0.0290237,9,0.0239244,0.0116496,17,0.0257321,0.00929243,6
1494.39,0.0174583,0.00611684,7,0.0713286,0.0306748,9,0.0250775,0.0134535,17,0.0253943,0.00911657,6
1496.79,0.0176541,0.00653476,7,0.0745135,0.0338623,9,0.0275299,0.0162134,17,0.0254503,0.00951981,6
1499.19,0.0177475,0.00672397,7,0.0763921,0.0340453,9,0.0295378,0.0188294,17,0.0252085,0.00993875,6
1501.59,0.0184584,0.00787634,7,0.0776479,0.0358876,9,0.0307631,0.0209405,17,0.0246396,0.00930845,6
1503.99,0.0186262,0.00767819,7,0.0782176,0.0359553,9,0.0320489,0.0230407,17,0.0235467,0.00887609,6
1506.39,0.0187298,0.00845119,7,0.0778428,0.0354547,9,0.0329832,0.0244223,17,0.0232455,0.00998504,6
1508.79,0.0186326,0.00920123,7,0.0798389,0.0346948,9,0.0335703,0.0255646,17,0.0229349,0.0100583,6
1511.18,0.0193533,0.0100198,7,0.082462,0.0346799,9,0.0336288,0.0257899,17,0.0217368,0.0103641,6
1513.58,0.0194797,0.00913408,7,0.0827044,0.033559,9,0.032813,0.0255534,17,0.0217242,0.0108509,6
1515.97,0.0192918,0.00888073,7,0.0868088,0.0374243,9,0.0324404,0.0256201,17,0.0226588,0.0109253,6
1518.37,0.0195433,0.00853721,7,0.0884652,0.040023,9,0.0313087,0.0252821,17,0.0221348,0.00969549,6
1520.76,0.0202228,0.00866379,7,0.0896934,0.0402544,9,0.0306658,0.025337,17,0.0227285,0.00990508,6
1523.15,0.0199462,0.00814101,7,0.0910435,0.04034,9,0.030394,0.0258025,17,0.0231951,0.00959025,6
1525.54,0.0190125,0.00757814,7,0.0916752,0.0417254,9,0.0306083,0.0270614,17,0.0240605,0.00923304,6
1527.93,0.0186027,0.00719189,7,0.0930715,0.0453999,9,0.0305793,0.0284753,17,0.0236905,0.00863805,6
1530.31,0.0186558,0.00734984,7,0.0915732,0.0449283,9,0.03143,0.030693,17,0.0227343,0.00797492,6
1532.7,0.0187703,0.00752062,7,0.0891751,0.0420912,9,0.0315362,0.0328628,17,0.0228806,0.0079586,6
1535.09,0.018445,0.00776494,7,0.0883481,0.0411366,9,0.0320183,0.0358292,17,0.0230962,0.0088691,6
1537.47,0.0178163,0.0080135,7,0.0888911,0.0417475,9,0.0333608,0.0393881,17,0.0235546,0.00861186,6
1539.85,0.0171827,0.00830154,7,0.0894996,0.0399286,9,0.0340968,0.0424565,17,0.0238183,0.00908449,6
1542.23,0.0168648,0.00882652,7,0.0920183,0.0403485,9,0.035522,0.0465804,17,0.0237056,0.00811741,6
1544.61,0.0171167,0.0088902,7,0.0927513,0.0402398,9,0.0364116,0.0510388,17,0.0230091,0.00687347,6
1546.99,0.0169198,0.00923763,7,0.0935922,0.0391455,9,0.0372534,0.0554186,17,0.0234082,0.00647238,6
1549.37,0.0165243,0.00982101,7,0.0968015,0.0421638,9,0.0385133,0.0604932,17,0.0237086,0.00715755,6
1551.75,0.0163013,0.0102602,7,0.0973684,0.0429718,9,0.0396197,0.0655678,17,0.0232749,0.00765052,6
1554.13,0.0157895,0.00949009,7,0.0958285,0.0412131,9,0.0407769,0.0702704,17,0.0229721,0.00802626,6
1556.5,0.0142474,0.00738973,7,0.0985877,0.0428961,9,0.0424412,0.0752341,17,0.0226183,0.00797908,6
1558.87,0.0135876,0.00690096,7,0.100188,0.0450665,9,0.044083,0.0800677,17,0.0218039,0.0084386,6
1561.25,0.0131898,0.00642183,7,0.100263,0.0439442,9,0.0457298,0.0849568,17,0.0202008,0.00839962,6
1563.62,0.0133882,0.00643874,7,0.101265,0.0437862,9,0.0472239,0.0895814,17,0.019577,0.0078819,6
1565.99,0.0131625,0.00556512,7,0.102666,0.0454345,9,0.0486829,0.0934771,17,0.0200903,0.00902214,6
1568.36,0.0125146,0.00517928,7,0.104811,0.0462508,9,0.0501921,0.0973379,17,0.0207565,0.00951888,6
1570.73,0.0117383,0.00470927,7,0.106738,0.0487292,9,0.0516601,0.10043,17,0.0209448,0.00942587,6
1573.1,0.011333,0.00454302,7,0.107233,0.0493827,9,0.0525142,0.103154,17,0.0212591,0.00989897,6
1575.46,0.0115216,0.00523465,7,0.108155,0.0507789,9,0.0536767,0.10547,17,0.0207025,0.0091002,6
1577.83,0.0119568,0.00613307,7,0.108321,0.0511869,9,0.0536253,0.107675,17,0.0212708,0.00821187,6
1580.19,0.0121036,0.00692246,7,0.109914,0.0528292,9,0.0536579,0.109229,17,0.0216994,0.00806927,6
1582.55,0.0125315,0.00821144,7,0.110524,0.0542403,9,0.0534013,0.110401,17,0.0215694,0.00892935,6
1584.92,0.0124917,0.00822618,7,0.112931,0.0557018,9,0.0533725,0.111227,17,0.0220675,0.0082121,6
1587.28,0.01229,0.00744311,7,0.113302,0.0542506,9,0.0536568,0.111611,17,0.0223188,0.00828665,6
1589.64,0.0120646,0.0075552,7,0.117067,0.0557386,9,0.0537747,0.111481,17,0.0225239,0.00832041,6
1591.99,0.0134748,0.00915763,7,0.119699,0.056266,9,0.0541303,0.111072,17,0.0219814,0.00850665,6
1594.35,0.0141298,0.0102993,7,0.121758,0.0556682,9,0.0550542,0.110696,17,0.0220981,0.00838739,6
1596.71,0.0143067,0.0106443,7,0.122817,0.057086,9,0.0550358,0.109888,17,0.0216998,0.00870852,6
1599.06,0.0141424,0.0101526,7,0.122718,0.0575354,9,0.0549037,0.108864,17,0.0199941,0.00886551,6
1601.42,0.0126627,0.00904922,7,0.123322,0.0578062,9,0.054569,0.107724,17,0.0196329,0.00888731,6
1603.77,0.0119625,0.00819053,7,0.12353,0.0588175,9,0.0541803,0.106197,17,0.0191464,0.00947828,6
1606.12,0.0115782,0.00814019,7,0.12403,0.0595736,9,0.053544,0.104166,17,0.0178413,0.0101444,6
1608.47,0.0118884,0.00841085,7,0.124792,0.0589285,9,0.0523934,0.101774,17,0.0176915,0.0104002,6
1610.82,0.012119,0.00846162,7,0.12573,0.0595142,9,0.0510656,0.0992232,17,0.0187086,0.0110118,6
1613.17,0.0118837,0.00777365,7,0.127524,0.0607682,9,0.0498979,0.0959612,17,0.0187055,0.0104367,6
1615.52,0.0116737,0.00749579,7,0.128795,0.0603513,9,0.0482418,0.0921221,17,0.018491,0.01067,6
1617.87,0.0117316,0.00691097,7,0.131375,0.0616269,9,0.046906,0.0881184,17,0.0196616,0.0103171,6
1620.21,0.0118034,0.00739961,7,0.131378,0.060849,9,0.0454537,0.0838383,17,0.0205475,0.0103491,6
1622.56,0.0122244,0.00815963,7,0.132419,0.0609727,9,0.0437934,0.0785781,17,0.0205193,0.0101059,6
1624.9,0.0133411,0.00906905,7,0.132362,0.0599649,9,0.0425141,0.0735606,17,0.0203366,0.0098355,6
1627.24,0.0134381,0.0094615,7,0.130352,0.0591121,9,0.0408473,0.068324,17,0.0201817,0.00929432,6
1629.58,0.0125045,0.00916214,7,0.127645,0.0573625,9,0.0391519,0.0633161,17,0.0200314,0.00916975,6
1631.92,0.0119888,0.00897896,7,0.124707,0.0572957,9,0.0375382,0.0590964,17,0.0184767,0.00852334,6
1634.26,0.0107545,0.00855495,7,0.124123,0.0579423,9,0.0362012,0.0548417,17,0.0191131,0.0083885,6
1636.6,0.0114203,0.0090441,7,0.121752,0.0564519,9,0.0348252,0.0514892,17,0.0192124,0.00851751,6
1638.93,0.0112226,0.00884789,7,0.120726,0.0543985,9,0.0337428,0.0482558,17,0.0191968,0.00821578,6
1641.27,0.0113778,0.0082413,7,0.118989,0.0524372,9,0.032635,0.045783,17,0.020361,0.00925694,6
1643.6,0.0109929,0.00844809,7,0.118812,0.0529739,9,0.031926,0.0438997,17,0.0210421,0.00934286,6
1645.94,0.0105324,0.00820435,7,0.120001,0.054678,9,0.031263,0.0421023,17,0.0213475,0.00991722,6
1648.27,0.0109768,0.00902938,7,0.120323,0.0537588,9,0.0308876,0.0411094,17,0.0222204,0.0106357,6
1650.6,0.0116846,0.00929323,7,0.119989,0.0534911,9,0.0303527,0.0397208,17,0.0220697,0.0116409,6
1652.93,0.0115801,0.00937627,7,0.120353,0.0536047,9,0.0299483,0.0387389,17,0.0220617,0.0118635,6
1655.26,0.0118205,0.00909102,7,0.12209,0.0545163,9,0.0300418,0.0380319,17,0.0217634,0.0112648,6
1657.59,0.0128296,0.0100778,7,0.121892,0.0531714,9,0.0298583,0.0376622,17,0.0214757,0.0105986,6
1659.92,0.0133013,0.0100271,7,0.123307,0.0540799,9,0.0302112,0.0372438,17,0.0215594,0.00999229,6
1662.24,0.0142818,0.0106686,7,0.124255,0.0542437,9,0.0308742,0.0374964,17,0.022918,0.0092286,6
1664.57,0.0152981,0.0111472,7,0.124857,0.0566105,9,0.0314296,0.0378415,17,0.0218411,0.00801849,6
1666.89,0.015842,0.0115456,7,0.125458,0.0577381,9,0.0321322,0.0381645,17,0.0217527,0.00853956,6
1669.21,0.0174072,0.012034,7,0.127009,0.0596039,9,0.0325776,0.0389112,17,0.0213238,0.00788438,6
1671.53,0.0174316,0.0113685,7,0.127772,0.0607288,9,0.0332303,0.0398461,17,0.0209751,0.00816971,6
1673.85,0.0174966,0.011284,7,0.12811,0.0623758,9,0.0339431,0.0407045,17,0.0203866,0.00731531,6
1676.17,0.017575,0.0121611,7,0.128511,0.0645069,9,0.0342387,0.0410925,17,0.0203438,0.00791715,6
1678.49,0.0180407,0.0126103,7,0.129172,0.0661439,9,0.0343604,0.0413767,17,0.0201068,0.00734968,6
1680.81,0.0183425,0.0119352,7,0.128746,0.0629657,9,0.0348928,0.0421992,17,0.0203508,0.00776736,6
1683.13,0.0184319,0.0104893,7,0.127605,0.060492,9,0.0349453,0.0422579,17,0.0185416,0.00775626,6
1685.44,0.0181788,0.00967826,7,0.127374,0.0591852,9,0.0355273,0.0428333,17,0.0184228,0.0079872,6
1687.75,0.0180552,0.00904364,7,0.128071,0.057601,9,0.0360465,0.0435433,17,0.0175211,0.00832594,6
1690.07,0.0178265,0.00878797,7,0.126896,0.0554106,9,0.03618,0.0439292,17,0.0172114,0.00859143,6
1692.38,0.0180257,0.00925425,7,0.126759,0.0544126,9,0.0365833,0.0442248,17,0.0166541,0.00826036,6
1694.69,0.0172119,0.00874679,7,0.125877,0.0534433,9,0.0368971,0.0444022,17,0.0166784,0.0082477,6
1697,0.0161118,0.00856883,7,0.125338,0.0530565,9,0.0370117,0.0443688,17,0.0162827,0.00788202,6
1699.31,0.0155009,0.00904896,7,0.124806,0.053747,9,0.0371489,0.0443343,17,0.0155348,0.00833856,6
1701.62,0.0150932,0.00819444,7,0.125999,0.0561517,9,0.0371207,0.0441574,17,0.0152952,0.00911534,6
1703.92,0.013813,0.00740143,7,0.126708,0.0585675,9,0.0371661,0.0439764,17,0.0164198,0.0101197,6
1706.23,0.0131129,0.00770936,7,0.127239,0.0603262,9,0.0370752,0.0434273,17,0.0172026,0.00961521,6
1708.53,0.0128953,0.00765043,7,0.126673,0.0613235,9,0.0362655,0.0424682,17,0.018634,0.0105255,6
1710.84,0.0126474,0.00775664,7,0.125895,0.0600427,9,0.0353963,0.0417904,17,0.0179949,0.0096799,6
1713.14,0.0119105,0.00627633,7,0.125029,0.0581532,9,0.0346527,0.0407647,17,0.0186169,0.0101141,6
1715.44,0.0119332,0.00605553,7,0.123158,0.056976,9,0.0339972,0.0395335,17,0.0186107,0.0100438,6
1717.74,0.0118803,0.00657407,7,0.121718,0.0571801,9,0.033025,0.0383215,17,0.0180614,0.00909741,6
1720.04,0.0113417,0.00622159,7,0.119885,0.0553637,9,0.0321289,0.0372177,17,0.0168892,0.00881324,6
1722.33,0.0111882,0.00648334,7,0.118431,0.0546028,9,0.0308002,0.0356394,17,0.016195,0.00884335,6
1724.63,0.0114396,0.00672358,7,0.115918,0.052805,9,0.0296922,0.0340459,17,0.0154583,0.00815538,6
1726.93,0.0108963,0.00632248,7,0.11339,0.0520031,9,0.0287941,0.0320275,17,0.0150374,0.00860817,6
1729.22,0.0111447,0.0068561,7,0.111171,0.0508545,9,0.027787,0.0302859,17,0.0142949,0.0081779,6
1731.52,0.0115116,0.00707723,7,0.108178,0.0497183,9,0.0270308,0.0288977,17,0.0143745,0.00896914,6
1733.81,0.0114257,0.00651767,7,0.106768,0.0487637,9,0.0260373,0.0271491,17,0.0154589,0.00923255,6
1736.1,0.0118754,0.00710774,7,0.105711,0.0482219,9,0.0248505,0.0255624,17,0.0178855,0.00925501,6
1738.39,0.0119057,0.00766215,7,0.104197,0.0471684,9,0.0234896,0.0237814,17,0.0202112,0.00864262,6
1740.68,0.0117848,0.00730199,7,0.103628,0.047701,9,0.0224734,0.0222207,17,0.0230004,0.00870916,6
1742.97,0.0113297,0.00723678,7,0.102176,0.0467739,9,0.0212865,0.0205051,17,0.0231557,0.00730763,6
1745.26,0.0108411,0.00638047,7,0.101444,0.0473508,9,0.020113,0.0184722,17,0.0250691,0.00688666,6
1747.54,0.0103381,0.00615081,7,0.0996684,0.0469656,9,0.0192682,0.0168502,17,0.0258292,0.00671401,6
1749.83,0.0103787,0.00642362,7,0.0998142,0.0482881,9,0.0183908,0.0154289,17,0.0251424,0.00614582,6
1752.11,0.00940914,0.00612466,7,0.099117,0.0474427,9,0.0177257,0.0146356,17,0.0244235,0.00601643,6
1754.39,0.0094487,0.00605568,7,0.098768,0.0475743,9,0.0167815,0.0133702,17,0.0228175,0.006221,6
1756.68,0.00955009,0.00615016,7,0.0969137,0.0482271,9,0.0163992,0.0129868,17,0.0208828,0.00669177,6
1758.96,0.00967903,0.00597815,7,0.0946917,0.0480925,9,0.0158852,0.0124313,17,0.0179133,0.00618627,6
1761.24,0.00928387,0.00575506,7,0.0926853,0.0482695,9,0.0156614,0.0126281,17,0.0153994,0.00563694,6
1763.52,0.0095428,0.00570315,7,0.0906804,0.047261,9,0.0153333,0.0130354,17,0.0139678,0.0048165,6
1765.79,0.00949955,0.00577139,7,0.0892976,0.0453508,9,0.0147764,0.0128879,17,0.0124894,0.0052748,6
1768.07,0.010004,0.00656472,7,0.0886761,0.0462752,9,0.0143005,0.0132243,17,0.0120335,0.00529867,6
1770.35,0.0100086,0.00687895,7,0.0886765,0.045217,9,0.0138656,0.0136576,17,0.0115107,0.00517382,6
1772.62,0.00911571,0.00611282,7,0.0883345,0.0441337,9,0.0140738,0.0145948,17,0.0115484,0.00557783,6
1774.89,0.00857769,0.00597623,7,0.0866699,0.0424786,9,0.013351,0.0139164,17,0.0102622,0.00514974,6
1777.17,0.00815958,0.00504699,7,0.0857136,0.0409726,9,0.0130236,0.0136392,17,0.0101195,0.00527673,6
1779.44,0.00766894,0.00476319,7,0.0840985,0.0400276,9,0.0127087,0.0132139,17,0.0103627,0.00564192,6
1781.71,0.00762782,0.00494212,7,0.0835443,0.0393738,9,0.0130388,0.0144744,17,0.0105117,0.00543227,6
1783.98,0.00699441,0.00434247,7,0.081379,0.0364447,9,0.01246,0.0141237,17,0.0114837,0.00558415,6
1786.25,0.00752754,0.00432575,7,0.0808222,0.0367459,9,0.0121357,0.013118,17,0.0122471,0.00635715,6
1788.51,0.0077846,0.0043474,7,0.0798455,0.0359954,9,0.0122687,0.0132814,17,0.0128889,0.00659487,6
1790.78,0.00774517,0.00391698,7,0.0794829,0.0371776,9,0.0120476,0.0125227,17,0.014292,0.00724651,6
1793.04,0.00795516,0.0044255,7,0.079779,0.0384695,9,0.0119667,0.0118968,17,0.0152315,0.00749756,6
1795.31,0.00841247,0.00474807,7,0.0799438,0.0382309,9,0.0118093,0.0117938,17,0.0156719,0.00796728,6
1797.57,0.00834953,0.00495185,7,0.0793804,0.0373419,9,0.0117131,0.0119877,17,0.0159024,0.00795843,6
1799.83,0.00832831,0.00547069,7,0.0795724,0.0387623,9,0.0115666,0.0119855,17,0.0161078,0.00837678,6
1802.09,0.00780123,0.00477515,7,0.0772802,0.0353412,9,0.0112237,0.0115281,17,0.0159779,0.00855631,6
1804.35,0.00691547,0.00469947,7,0.075838,0.0345534,9,0.0107944,0.0111062,17,0.0152716,0.00843382,6
1806.61,0.00664531,0.00441616,7,0.073874,0.0332631,9,0.0102256,0.0105576,17,0.0137762,0.00735634,6
1808.87,0.00635121,0.00417786,7,0.0722785,0.0328821,9,0.00991993,0.0101057,17,0.0126185,0.00549048,6
1811.13,0.00607337,0.00406837,7,0.0707655,0.032645,9,0.00955941,0.00992374,17,0.0119816,0.00532849,6
1813.38,0.00622021,0.00436791,7,0.0686902,0.0309926,9,0.00942203,0.0102293,17,0.0112149,0.00527537,6
1815.64,0.00636225,0.00388457,7,0.0670484,0.0301705,9,0.00903984,0.00963123,17,0.0114341,0.00524549,6
1817.89,0.0069442,0.00364628,7,0.0660396,0.0310821,9,0.00891414,0.00969304,17,0.0112035,0.00514463,6
1820.14,0.00707591,0.00330841,7,0.0653147,0.031198,9,0.00885632,0.00970564,17,0.0107073,0.00477165,6
1822.4,0.00725007,0.00328229,7,0.0639686,0.0326121,9,0.0082592,0.00889845,17,0.0108969,0.00549849,6
1824.65,0.00716812,0.00372849,7,0.062772,0.0313827,9,0.00786711,0.00850903,17,0.0103736,0.00512499,6
1826.9,0.00647341,0.00322078,7,0.0617573,0.0318328,9,0.007588,0.00826876,17,0.0101287,0.00497262,6
1829.14,0.00567635,0.00305897,7,0.0613557,0.0323473,9,0.007499,0.00846238,17,0.0102553,0.00611545,6
1831.39,0.00522097,0.00265744,7,0.0596069,0.0326087,9,0.00765079,0.00870209,17,0.0106113,0.00582566,6
1833.64,0.00488094,0.00286798,7,0.057222,0.0311083,9,0.00750909,0.00834367,17,0.0104698,0.0061302,6
1835.88,0.0046839,0.00279085,7,0.0561869,0.0314355,9,0.00722057,0.00804251,17,0.0100091,0.00558765,6
1838.13,0.00440009,0.00243945,7,0.0543501,0.0308767,9,0.00747736,0.00844042,17,0.00960909,0.00460111,6
1840.37,0.00463484,0.00247891,7,0.0537086,0.0308109,9,0.00736248,0.00807852,17,0.00959942,0.00356155,6
1842.61,0.00523998,0.00284236,7,0.0535388,0.0298006,9,0.00742742,0.00882492,17,0.00932517,0.00286833,6
1844.85,0.00584235,0.00365854,7,0.0522041,0.0287049,9,0.00744612,0.00973121,17,0.00884116,0.00295616,6
1847.09,0.00620882,0.00421481,7,0.0501659,0.0277731,9,0.00787437,0.0105422,17,0.00903986,0.00334087,6
1849.33,0.00703921,0.00481909,7,0.0489801,0.0266902,9,0.00783319,0.0106531,17,0.00931923,0.00409988,6
1851.57,0.00712146,0.00473613,7,0.0480965,0.02585,9,0.00767756,0.0104197,17,0.00878297,0.00403578,6
1853.81,0.00717564,0.00466497,7,0.0475633,0.0259418,9,0.00771283,0.0102259,17,0.00984624,0.0046408,6
1856.05,0.00753854,0.00519834,7,0.0476204,0.0249062,9,0.0078504,0.0104519,17,0.00962286,0.00415208,6
1858.28,0.0074609,0.0052573,7,0.0476285,0.0253284,9,0.00775019,0.00990797,17,0.0100188,0.00406674,6
1860.51,0.00767142,0.00554817,7,0.0488344,0.0260117,9,0.00822219,0.0103035,17,0.0109346,0.00434556,6
1862.75,0.00794988,0.00571561,7,0.0485822,0.0257719,9,0.00874109,0.0105508,17,0.0111319,0.0048088,6
1864.98,0.00790577,0.00576506,7,0.0493643,0.0265841,9,0.00879881,0.0100575,17,0.0116638,0.00494324,6
1867.21,0.00750715,0.00487529,7,0.0495837,0.0275147,9,0.00883281,0.00964684,17,0.0118085,0.00587132,6
1869.44,0.00771194,0.00489736,7,0.0498526,0.0277396,9,0.0090494,0.0095486,17,0.0124619,0.00590624,6
1871.67,0.00826707,0.00502329,7,0.0507473,0.0279276,9,0.00919565,0.00997408,17,0.0126132,0.00595073,6
1873.9,0.00793628,0.00491973,7,0.0500809,0.0270298,9,0.00935394,0.0104249,17,0.0124819,0.00482968,6
1876.12,0.00722429,0.00452309,7,0.0480923,0.0268454,9,0.00957628,0.0109201,17,0.0120668,0.00445475,6
1878.35,0.0072281,0.00453011,7,0.0450064,0.0248151,9,0.00968087,0.01114,17,0.0126061,0.00406128,6
1880.57,0.00694372,0.00440516,7,0.0450747,0.0248617,9,0.00966686,0.0114242,17,0.0124094,0.00404531,6
1882.8,0.00647466,0.00349359,7,0.0434707,0.0244119,9,0.00979735,0.0122149,17,0.0113113,0.00279707,6
1885.02,0.00671713,0.00331399,7,0.04345,0.0262013,9,0.0104846,0.0133864,17,0.0109074,0.00247415,6
1887.24,0.00713081,0.00354705,7,0.0418048,0.0244557,9,0.0108516,0.0146172,17,0.009511,0.00299155,6
1889.46,0.00716757,0.00405199,7,0.0405888,0.0233781,9,0.0110641,0.0155738,17,0.00885635,0.00327926,6
1891.68,0.00751946,0.0042346,7,0.0399844,0.0229763,9,0.0114199,0.0164822,17,0.00868071,0.0037581,6
1893.9,0.00770625,0.00430335,7,0.0387205,0.0225782,9,0.0116237,0.0174718,17,0.00786387,0.00325112,6
1896.12,0.00750027,0.00373228,7,0.0379805,0.023378,9,0.0117,0.018455,17,0.00792355,0.00287431,6
1898.34,0.00751018,0.00407172,7,0.0371507,0.0225817,9,0.0117697,0.0194297,17,0.00750685,0.00341741,6
1900.55,0.00800232,0.00438395,7,0.0358983,0.021579,9,0.0117841,0.0204783,17,0.00837514,0.00442631,6
1902.77,0.00787095,0.00439803,7,0.0354482,0.0211051,9,0.0120227,0.0214143,17,0.00892011,0.00506359,6
1904.98,0.00755326,0.00400759,7,0.0331858,0.0199039,9,0.012056,0.0225614,17,0.00979149,0.0053895,6
1907.19,0.00729422,0.00393344,7,0.0320414,0.0195182,9,0.0122603,0.0236972,17,0.010277,0.00583008,6
1909.4,0.00712796,0.00396303,7,0.0305603,0.017961,9,0.0122355,0.0241847,17,0.0112781,0.00569891,6
1911.61,0.00703041,0.00441656,7,0.0308234,0.0196171,9,0.0124501,0.0246386,17,0.0104468,0.00571419,6
1913.82,0.00699071,0.00440717,7,0.0300712,0.0196917,9,0.0129839,0.0252146,17,0.0106023,0.00530189,6
1916.03,0.00714889,0.0048159,7,0.0299365,0.0206855,9,0.0131681,0.0253764,17,0.0112635,0.00516408,6
1918.24,0.00712714,0.00463628,7,0.0296363,0.0188073,9,0.0132764,0.0256486,17,0.0116003,0.00460761,6
1920.44,0.00739984,0.00515498,7,0.0299841,0.0189666,9,0.013309,0.0257513,17,0.0111141,0.00398464,6
1922.65,0.00745493,0.00505332,7,0.0296987,0.0185549,9,0.0131267,0.0257369,17,0.0108708,0.00377666,6
