102.98399999999999	19352
106.06100000000001	19400
109.136	19404
112.209	19464
115.28100000000001	19392
118.351	19330
121.42	19376
124.48699999999999	19392
127.55200000000001	19452
130.61600000000001	19438
133.679	19334
136.74000000000001	19190
139.79900000000001	19366
142.857	19288
145.91399999999999	19264
148.96899999999999	19206
152.023	19318
155.07400000000001	19196
158.124	19132
161.173	19324
164.22	19256
167.26599999999999	19210
170.31	19228
173.35300000000001	19240
176.39400000000001	19172
179.434	19192
182.47200000000001	19114
185.50899999999999	19290
188.54400000000001	19228
191.577	19188
194.61000000000001	19006
197.64099999999999	19166
200.66999999999999	19132
203.69800000000001	19066
206.72399999999999	19020
209.74799999999999	19066
212.77199999999999	18970
215.792	19090
218.81299999999999	19336
221.83199999999999	19738
224.84899999999999	19876
227.864	19738
230.87799999999999	19488
233.89099999999999	19084
236.90199999999999	18960
239.911	18876
242.91999999999999	18904
245.92599999999999	18900
248.93100000000001	18826
251.935	18818
254.93700000000001	18682
257.93799999999999	18592
260.93700000000001	18668
263.935	18584
266.93099999999998	18652
269.92599999999999	18558
272.91899999999998	18556
275.911	18676
278.90100000000001	18672
281.88999999999999	18784
284.87799999999999	19250
287.863	19986
290.84800000000001	20494
293.82999999999998	20654
296.81200000000001	20340
299.791	19808
302.76999999999998	19264
305.74700000000001	18918
308.72300000000001	18578
311.697	18300
314.66899999999998	18220
317.63999999999999	18192
320.60899999999998	18058
323.57799999999997	17994
326.54500000000002	17906
329.50999999999999	17886
332.47300000000001	17738
335.43599999999998	17786
338.39699999999999	17754
341.35599999999999	17608
344.31400000000002	17636
347.26999999999998	17710
350.22500000000002	17578
353.178	17570
356.13099999999997	17562
359.08100000000002	17568
362.03100000000001	17554
364.97800000000001	17542
367.92399999999998	17488
370.87	17292
373.81299999999999	17368
376.75400000000002	17230
379.69499999999999	17204
382.63400000000001	17132
385.57100000000003	17048
388.50700000000001	17218
391.44200000000001	17150
394.375	17096
397.30700000000002	17196
400.23700000000002	17334
403.16500000000002	17466
406.09300000000002	17934
409.01900000000001	18234
411.94400000000002	18320
414.86599999999999	18150
417.78899999999999	17770
420.709	17370
423.62700000000001	17000
426.54399999999998	16860
429.45999999999998	16716
432.375	16602
435.28800000000001	16442
438.19900000000001	16440
441.10899999999998	16348
444.01799999999997	16324
446.92599999999999	16286
449.83100000000002	16292
452.73599999999999	16308
455.63900000000001	16100
458.54000000000002	16102
461.44	16124
464.339	16000
467.23599999999999	16056
470.13200000000001	16042
473.02699999999999	16034
475.92000000000002	15968
478.81099999999998	15968
481.702	15950
484.58999999999997	15966
487.47800000000001	15882
490.36399999999998	16000
493.24799999999999	15966
496.13099999999997	15926
499.01299999999998	15844
501.89299999999997	15784
504.77199999999999	15600
507.649	15392
510.52600000000001	15532
513.39999999999998	15348
516.27300000000002	15368
519.14499999999998	15300
522.01599999999996	15254
524.88499999999999	15132
527.75199999999995	15162
530.61800000000005	15228
533.48299999999995	15074
536.34699999999998	15174
539.20799999999997	15042
542.06899999999996	15016
544.928	15036
547.78599999999994	14844
550.64200000000005	14864
553.49699999999996	14928
556.351	14762
559.20299999999997	14728
562.053	14758
564.90300000000002	14710
567.75099999999998	14502
570.59699999999998	14576
573.44200000000001	14502
576.28599999999994	14528
579.12900000000002	14440
581.97000000000003	14438
584.80999999999995	14514
587.64800000000002	14446
590.48500000000001	14370
593.32000000000005	14596
596.154	14458
598.98699999999997	14432
601.81899999999996	14510
604.649	14578
607.47699999999998	14628
